year,month,week_of_month,product_id,product,category,units,revenue
2023,10,4,1065,Timeless Sardines 1981,Timeless Sardines,4,36.0
2023,10,4,1066,Timeless Sardines 1982,Timeless Sardines,7,63.0
2023,10,4,1067,Timeless Sardines 1983,Timeless Sardines,6,54.0
2023,10,4,1068,Timeless Sardines 1984,Timeless Sardines,7,63.0
2023,10,4,1069,Timeless Sardines 1985,Timeless Sardines,7,63.0
2023,10,4,1070,Timeless Sardines 1986,Timeless Sardines,4,36.0
2023,10,4,1071,Timeless Sardines 1987,Timeless Sardines,2,18.0
2023,10,4,1072,Timeless Sardines 1988,Timeless Sardines,7,63.0
2023,10,4,1073,Timeless Sardines 1989,Timeless Sardines,4,36.0
2023,10,4,1074,Timeless Sardines 1990,Timeless Sardines,1,9.0
2023,10,4,1075,Timeless Sardines 1991,Timeless Sardines,5,45.0
2023,10,4,1076,Timeless Sardines 1992,Timeless Sardines,5,45.0
2023,10,4,1077,Timeless Sardines 1993,Timeless Sardines,9,81.0
2023,10,4,1078,Timeless Sardines 1994,Timeless Sardines,6,54.0
2023,10,4,1079,Timeless Sardines 1995,Timeless Sardines,7,63.0
2023,10,4,1080,Timeless Sardines 1996,Timeless Sardines,6,54.0
2023,10,4,1081,Timeless Sardines 1997,Timeless Sardines,5,45.0
2023,10,4,1082,Timeless Sardines 1998,Timeless Sardines,9,81.0
2023,10,4,1083,Timeless Sardines 1999,Timeless Sardines,4,36.0
2023,10,4,1084,Timeless Sardines 2000,Timeless Sardines,10,90.0
2023,10,4,1085,Timeless Sardines 2001,Timeless Sardines,8,72.0
2023,10,4,1086,Timeless Sardines 2002,Timeless Sardines,10,90.0
2023,10,4,1087,Timeless Sardines 2003,Timeless Sardines,5,45.0
2023,10,4,1088,Timeless Sardines 2004,Timeless Sardines,6,54.0
2023,10,4,1089,Timeless Sardines 2005,Timeless Sardines,2,18.0
2023,10,4,1090,Timeless Sardines 2006,Timeless Sardines,5,45.0
2023,10,4,1091,Timeless Sardines 2007,Timeless Sardines,1,9.0
2023,10,4,1092,Timeless Sardines 2008,Timeless Sardines,1,9.0
2023,10,4,1093,Timeless Sardines 2009,Timeless Sardines,2,18.0
2023,10,4,1096,Timeless Sardines 2012,Timeless Sardines,2,18.0
2023,10,4,1097,Timeless Sardines 2013,Timeless Sardines,2,18.0
2023,10,4,1098,Timeless Sardines 2014,Timeless Sardines,1,9.0
2023,10,4,1099,Timeless Sardines 2015,Timeless Sardines,3,27.0
2023,10,4,1101,Timeless Sardines 2017,Timeless Sardines,3,27.0
2023,10,4,1102,Timeless Sardines 2018,Timeless Sardines,1,9.0
2023,10,4,1103,Timeless Sardines 2019,Timeless Sardines,3,27.0
2023,10,4,1104,Timeless Sardines 2020,Timeless Sardines,9,81.0
2023,10,4,1105,Timeless Sardines 2021,Timeless Sardines,11,99.0
2023,10,4,1106,Timeless Sardines 2022,Timeless Sardines,7,63.0
2023,10,4,1107,Timeless Sardines 2023,Timeless Sardines,13,117.0
2023,10,4,1108,Timeless Sardines 2024,Timeless Sardines,9,81.0
2023,10,4,1109,Timeless Sardines 2025,Timeless Sardines,4,36.0
2023,10,4,1110,Timeless Sardines 2026,Timeless Sardines,12,108.0
2023,10,4,1111,Skinless & Boneless Sardines in Virgin Olive Oil,Sardines,534,8010.0
2023,10,4,1112,Small Sardines (Petinga),Sardines,7,55.3
2023,10,4,1113,Sardines with Peppers,Sardines,108,1058.4
2023,10,4,1114,Spicy Smoked Sardines,Sardines,144,1411.2
2023,10,4,1115,Sardines with Lemon,Sardines,102,999.6
2023,10,4,1116,Sardines in Tomato Sauce,Sardines,116,1136.8
2023,10,4,1117,Sardines with Mustard,Sardines,79,900.6
2023,10,4,1118,Sardines with Ketchup,Sardines,7,70.0
2023,10,4,1119,Sardines with Seaweed in Extra Virgin Olive Oil,Sardines,5,64.0
2023,10,4,1120,Millesime,Sardines,1,43.3
2023,10,4,1121,Lingote (Ingot),Sardines,22,484.0
2023,10,4,1122,Sardines in Brine,Sardines,25,175.0
2023,10,4,1123,Anchovies,Sardines,56,537.6
2023,10,4,1124,Sardines w/ Stuffed Olives | Lisboa,Sardines w/ Stuffed Olives (Cities),59,767.0
2023,10,4,1125,Sardines w/ Stuffed Olives | Porto,Sardines w/ Stuffed Olives (Cities),7,91.0
2023,10,4,1126,Sardines w/ Stuffed Olives | Sintra,Sardines w/ Stuffed Olives (Cities),9,117.0
2023,10,4,1127,Sardines w/ Stuffed Olives | Cascais,Sardines w/ Stuffed Olives (Cities),2,26.0
2023,10,4,1128,Sardines w/ Stuffed Olives | Obidos,Sardines w/ Stuffed Olives (Cities),7,91.0
2023,10,4,1129,Sardines w/ Stuffed Olives | Evora,Sardines w/ Stuffed Olives (Cities),6,78.0
2023,10,4,1130,Sardines w/ Stuffed Olives | Coimbra,Sardines w/ Stuffed Olives (Cities),1,13.0
2023,10,4,1131,Sardines w/ Stuffed Olives | Aveiro,Sardines w/ Stuffed Olives (Cities),5,65.0
2023,10,4,1132,Sardines w/ Stuffed Olives | Algarve,Sardines w/ Stuffed Olives (Cities),5,65.0
2023,10,4,1133,Sardines w/ Stuffed Olives | Madeira,Sardines w/ Stuffed Olives (Cities),5,65.0
2023,10,4,1134,Sardines w/ Stuffed Olives | Acores,Sardines w/ Stuffed Olives (Cities),6,78.0
2023,10,4,1135,Horse Mackerel in Extra Virgin Olive Oil,Other Fish & Seafood,6,36.0
2023,10,4,1136,Smoked Mussels in Olive Oil,Other Fish & Seafood,78,608.4
2023,10,4,1137,Tuna in Olive Oil,Other Fish & Seafood,119,1059.1
2023,10,4,1138,Fillets with Mustard,Other Fish & Seafood,22,255.2
2023,10,4,1139,Mackerel Fillets in Olive Oil,Other Fish & Seafood,63,585.9
2023,10,4,1140,Smoked Trout in Olive Oil,Other Fish & Seafood,26,252.2
2023,10,4,1141,Squid in Stewed Sauce,Other Fish & Seafood,26,254.8
2023,10,4,1142,Spicy Needlefish in Escabeche,Other Fish & Seafood,9,95.4
2023,10,4,1143,Spicy Needlefish in Extra Virgin Olive Oil,Other Fish & Seafood,9,91.8
2023,10,4,1144,Whelks in Brine,Other Fish & Seafood,24,247.2
2023,10,4,1145,Cod in Olive Oil,Other Fish & Seafood,193,2412.5
2023,10,4,1146,Smoked Cod Roe with Vegetables,Other Fish & Seafood,21,258.3
2023,10,4,1147,Baby Cuttlefish,Other Fish & Seafood,21,298.2
2023,10,4,1148,Scabbardfish in Extra Virgin Olive Oil,Other Fish & Seafood,14,191.8
2023,10,4,1149,Smoked Salmon in Olive Oil,Other Fish & Seafood,69,1021.2
2023,10,4,1150,Sea Bream in Extra Virgin Olive Oil,Other Fish & Seafood,32,486.4
2023,10,4,1151,Sea Bass in Extra Virgin Olive Oil,Other Fish & Seafood,93,1422.9
2023,10,4,1152,Octopus in Extra Virgin Olive Oil,Other Fish & Seafood,242,3823.6
2023,10,4,1153,Shrimp Scampi (Prawns),Other Fish & Seafood,98,1764.0
2023,10,4,1154,Meagre in Extra Virgin Olive Oil,Other Fish & Seafood,34,612.0
2023,10,4,1155,Smoked Sole in Olive Oil,Other Fish & Seafood,4,98.8
2023,10,4,1156,Eels in Escabeche,Other Fish & Seafood,5,140.0
2023,10,4,1157,Smoked Eel Fillets in Olive Oil,Other Fish & Seafood,2,68.8
2023,10,4,1158,King Crab,Other Fish & Seafood,1,84.3
2023,10,4,1159,Spicy Lobster with Seaweed in EVOO,Other Fish & Seafood,4,185.6
2023,10,4,1160,Mackerel Roe,Other Fish & Seafood,2,53.2
2023,10,4,1162,Mackerel Pate,Pates,12,99.6
2023,10,4,1163,Sardine Pate,Pates,27,237.6
2023,10,4,1164,Sardine Pate with Mustard,Pates,9,84.6
2023,10,4,1165,Sardine Pate with Lemon,Pates,13,124.8
2023,10,4,1166,Cod Pate,Pates,38,372.4
2023,10,4,1167,Eel Escabeche Pate,Pates,5,54.0
2023,10,4,1168,Oat Balls with Vegetables,Vegetarian,7,61.6
2023,10,4,1169,Chickpea & Carrot Fritters,Vegetarian,7,67.9
2023,10,4,1170,Portobello Mushroom,Vegetarian,8,97.6
2023,10,4,1171,Sardine Summer Tote Bag,Packaging & Accessories,21,10.5
2023,10,4,1172,TNT Bag,Packaging & Accessories,8,16.0
2023,10,4,1173,COMUR Net Bag,Packaging & Accessories,1,20.0
2023,10,4,1174,Large Bag COMUR/MFSP,Packaging & Accessories,9,4.5
2023,10,4,1175,Small MFSP Bag,Packaging & Accessories,6,1.2
2023,10,4,1176,Portuguese Sardine Box 8un,Packaging & Accessories,76,0.0
2023,10,4,1177,Pates Box,Packaging & Accessories,4,0.0
2023,10,4,1179,Comur Survival Kit Box,Packaging & Accessories,6,0.0
2023,10,4,1180,Lingote Box,Packaging & Accessories,2,0.0
2023,10,4,1181,Crazy for Sardines Box,Packaging & Accessories,27,0.0
2023,11,1,1000,Timeless Sardines 1916,Timeless Sardines,1,9.0
2023,11,1,1001,Timeless Sardines 1917,Timeless Sardines,3,27.0
2023,11,1,1002,Timeless Sardines 1918,Timeless Sardines,1,9.0
2023,11,1,1003,Timeless Sardines 1919,Timeless Sardines,2,18.0
2023,11,1,1005,Timeless Sardines 1921,Timeless Sardines,1,9.0
2023,11,1,1008,Timeless Sardines 1924,Timeless Sardines,1,9.0
2023,11,1,1011,Timeless Sardines 1927,Timeless Sardines,2,18.0
2023,11,1,1012,Timeless Sardines 1928,Timeless Sardines,1,9.0
2023,11,1,1013,Timeless Sardines 1929,Timeless Sardines,1,9.0
2023,11,1,1014,Timeless Sardines 1930,Timeless Sardines,1,9.0
2023,11,1,1016,Timeless Sardines 1932,Timeless Sardines,1,9.0
2023,11,1,1018,Timeless Sardines 1934,Timeless Sardines,1,9.0
2023,11,1,1020,Timeless Sardines 1936,Timeless Sardines,2,18.0
2023,11,1,1021,Timeless Sardines 1937,Timeless Sardines,1,9.0
2023,11,1,1022,Timeless Sardines 1938,Timeless Sardines,2,18.0
2023,11,1,1024,Timeless Sardines 1940,Timeless Sardines,1,9.0
2023,11,1,1026,Timeless Sardines 1942,Timeless Sardines,1,9.0
2023,11,1,1027,Timeless Sardines 1943,Timeless Sardines,1,9.0
2023,11,1,1029,Timeless Sardines 1945,Timeless Sardines,1,9.0
2023,11,1,1033,Timeless Sardines 1949,Timeless Sardines,1,9.0
2023,11,1,1034,Timeless Sardines 1950,Timeless Sardines,5,45.0
2023,11,1,1035,Timeless Sardines 1951,Timeless Sardines,8,72.0
2023,11,1,1036,Timeless Sardines 1952,Timeless Sardines,1,9.0
2023,11,1,1037,Timeless Sardines 1953,Timeless Sardines,3,27.0
2023,11,1,1039,Timeless Sardines 1955,Timeless Sardines,4,36.0
2023,11,1,1040,Timeless Sardines 1956,Timeless Sardines,2,18.0
2023,11,1,1042,Timeless Sardines 1958,Timeless Sardines,4,36.0
2023,11,1,1043,Timeless Sardines 1959,Timeless Sardines,6,54.0
2023,11,1,1044,Timeless Sardines 1960,Timeless Sardines,3,27.0
2023,11,1,1045,Timeless Sardines 1961,Timeless Sardines,4,36.0
2023,11,1,1046,Timeless Sardines 1962,Timeless Sardines,2,18.0
2023,11,1,1047,Timeless Sardines 1963,Timeless Sardines,2,18.0
2023,11,1,1048,Timeless Sardines 1964,Timeless Sardines,1,9.0
2023,11,1,1049,Timeless Sardines 1965,Timeless Sardines,2,18.0
2023,11,1,1050,Timeless Sardines 1966,Timeless Sardines,3,27.0
2023,11,1,1051,Timeless Sardines 1967,Timeless Sardines,5,45.0
2023,11,1,1052,Timeless Sardines 1968,Timeless Sardines,1,9.0
2023,11,1,1054,Timeless Sardines 1970,Timeless Sardines,2,18.0
2023,11,1,1055,Timeless Sardines 1971,Timeless Sardines,2,18.0
2023,11,1,1056,Timeless Sardines 1972,Timeless Sardines,3,27.0
2023,11,1,1057,Timeless Sardines 1973,Timeless Sardines,3,27.0
2023,11,1,1058,Timeless Sardines 1974,Timeless Sardines,6,54.0
2023,11,1,1059,Timeless Sardines 1975,Timeless Sardines,1,9.0
2023,11,1,1060,Timeless Sardines 1976,Timeless Sardines,3,27.0
2023,11,1,1061,Timeless Sardines 1977,Timeless Sardines,2,18.0
2023,11,1,1062,Timeless Sardines 1978,Timeless Sardines,3,27.0
2023,11,1,1063,Timeless Sardines 1979,Timeless Sardines,5,45.0
2023,11,1,1064,Timeless Sardines 1980,Timeless Sardines,5,45.0
2023,11,1,1065,Timeless Sardines 1981,Timeless Sardines,2,18.0
2023,11,1,1066,Timeless Sardines 1982,Timeless Sardines,4,36.0
2023,11,1,1067,Timeless Sardines 1983,Timeless Sardines,4,36.0
2023,11,1,1068,Timeless Sardines 1984,Timeless Sardines,6,54.0
2023,11,1,1069,Timeless Sardines 1985,Timeless Sardines,4,36.0
2023,11,1,1070,Timeless Sardines 1986,Timeless Sardines,6,54.0
2023,11,1,1071,Timeless Sardines 1987,Timeless Sardines,3,27.0
2023,11,1,1072,Timeless Sardines 1988,Timeless Sardines,4,36.0
2023,11,1,1073,Timeless Sardines 1989,Timeless Sardines,6,54.0
2023,11,1,1074,Timeless Sardines 1990,Timeless Sardines,3,27.0
2023,11,1,1076,Timeless Sardines 1992,Timeless Sardines,6,54.0
2023,11,1,1077,Timeless Sardines 1993,Timeless Sardines,3,27.0
2023,11,1,1078,Timeless Sardines 1994,Timeless Sardines,4,36.0
2023,11,1,1079,Timeless Sardines 1995,Timeless Sardines,2,18.0
2023,11,1,1080,Timeless Sardines 1996,Timeless Sardines,5,45.0
2023,11,1,1081,Timeless Sardines 1997,Timeless Sardines,5,45.0
2023,11,1,1082,Timeless Sardines 1998,Timeless Sardines,2,18.0
2023,11,1,1083,Timeless Sardines 1999,Timeless Sardines,3,27.0
2023,11,1,1084,Timeless Sardines 2000,Timeless Sardines,2,18.0
2023,11,1,1085,Timeless Sardines 2001,Timeless Sardines,4,36.0
2023,11,1,1086,Timeless Sardines 2002,Timeless Sardines,4,36.0
2023,11,1,1087,Timeless Sardines 2003,Timeless Sardines,3,27.0
2023,11,1,1088,Timeless Sardines 2004,Timeless Sardines,5,45.0
2023,11,1,1089,Timeless Sardines 2005,Timeless Sardines,1,9.0
2023,11,1,1090,Timeless Sardines 2006,Timeless Sardines,1,9.0
2023,11,1,1091,Timeless Sardines 2007,Timeless Sardines,2,18.0
2023,11,1,1093,Timeless Sardines 2009,Timeless Sardines,2,18.0
2023,11,1,1094,Timeless Sardines 2010,Timeless Sardines,2,18.0
2023,11,1,1097,Timeless Sardines 2013,Timeless Sardines,2,18.0
2023,11,1,1099,Timeless Sardines 2015,Timeless Sardines,1,9.0
2023,11,1,1100,Timeless Sardines 2016,Timeless Sardines,1,9.0
2023,11,1,1101,Timeless Sardines 2017,Timeless Sardines,1,9.0
2023,11,1,1102,Timeless Sardines 2018,Timeless Sardines,1,9.0
2023,11,1,1103,Timeless Sardines 2019,Timeless Sardines,1,9.0
2023,11,1,1104,Timeless Sardines 2020,Timeless Sardines,2,18.0
2023,11,1,1106,Timeless Sardines 2022,Timeless Sardines,3,27.0
2023,11,1,1107,Timeless Sardines 2023,Timeless Sardines,4,36.0
2023,11,1,1108,Timeless Sardines 2024,Timeless Sardines,6,54.0
2023,11,1,1109,Timeless Sardines 2025,Timeless Sardines,5,45.0
2023,11,1,1111,Skinless & Boneless Sardines in Virgin Olive Oil,Sardines,243,3645.0
2023,11,1,1112,Small Sardines (Petinga),Sardines,8,63.2
2023,11,1,1113,Sardines with Peppers,Sardines,74,725.2
2023,11,1,1114,Spicy Smoked Sardines,Sardines,75,735.0
2023,11,1,1115,Sardines with Lemon,Sardines,44,431.2
2023,11,1,1116,Sardines in Tomato Sauce,Sardines,48,470.4
2023,11,1,1117,Sardines with Mustard,Sardines,45,513.0
2023,11,1,1118,Sardines with Ketchup,Sardines,6,60.0
2023,11,1,1119,Sardines with Seaweed in Extra Virgin Olive Oil,Sardines,5,64.0
2023,11,1,1121,Lingote (Ingot),Sardines,15,330.0
2023,11,1,1122,Sardines in Brine,Sardines,12,84.0
2023,11,1,1123,Anchovies,Sardines,57,547.2
2023,11,1,1124,Sardines w/ Stuffed Olives | Lisboa,Sardines w/ Stuffed Olives (Cities),33,429.0
2023,11,1,1125,Sardines w/ Stuffed Olives | Porto,Sardines w/ Stuffed Olives (Cities),4,52.0
2023,11,1,1126,Sardines w/ Stuffed Olives | Sintra,Sardines w/ Stuffed Olives (Cities),4,52.0
2023,11,1,1127,Sardines w/ Stuffed Olives | Cascais,Sardines w/ Stuffed Olives (Cities),1,13.0
2023,11,1,1129,Sardines w/ Stuffed Olives | Evora,Sardines w/ Stuffed Olives (Cities),2,26.0
2023,11,1,1131,Sardines w/ Stuffed Olives | Aveiro,Sardines w/ Stuffed Olives (Cities),1,13.0
2023,11,1,1132,Sardines w/ Stuffed Olives | Algarve,Sardines w/ Stuffed Olives (Cities),3,39.0
2023,11,1,1133,Sardines w/ Stuffed Olives | Madeira,Sardines w/ Stuffed Olives (Cities),1,13.0
2023,11,1,1134,Sardines w/ Stuffed Olives | Acores,Sardines w/ Stuffed Olives (Cities),2,26.0
2023,11,1,1135,Horse Mackerel in Extra Virgin Olive Oil,Other Fish & Seafood,5,30.0
2023,11,1,1136,Smoked Mussels in Olive Oil,Other Fish & Seafood,35,273.0
2023,11,1,1137,Tuna in Olive Oil,Other Fish & Seafood,45,400.5
2023,11,1,1138,Fillets with Mustard,Other Fish & Seafood,16,185.6
2023,11,1,1139,Mackerel Fillets in Olive Oil,Other Fish & Seafood,34,316.2
2023,11,1,1140,Smoked Trout in Olive Oil,Other Fish & Seafood,11,106.7
2023,11,1,1141,Squid in Stewed Sauce,Other Fish & Seafood,14,137.2
2023,11,1,1142,Spicy Needlefish in Escabeche,Other Fish & Seafood,3,31.8
2023,11,1,1143,Spicy Needlefish in Extra Virgin Olive Oil,Other Fish & Seafood,5,51.0
2023,11,1,1144,Whelks in Brine,Other Fish & Seafood,9,92.7
2023,11,1,1145,Cod in Olive Oil,Other Fish & Seafood,198,2475.0
2023,11,1,1146,Smoked Cod Roe with Vegetables,Other Fish & Seafood,22,270.6
2023,11,1,1147,Baby Cuttlefish,Other Fish & Seafood,6,85.2
2023,11,1,1148,Scabbardfish in Extra Virgin Olive Oil,Other Fish & Seafood,7,95.9
2023,11,1,1149,Smoked Salmon in Olive Oil,Other Fish & Seafood,50,740.0
2023,11,1,1150,Sea Bream in Extra Virgin Olive Oil,Other Fish & Seafood,15,228.0
2023,11,1,1151,Sea Bass in Extra Virgin Olive Oil,Other Fish & Seafood,56,856.8
2023,11,1,1152,Octopus in Extra Virgin Olive Oil,Other Fish & Seafood,102,1611.6
2023,11,1,1153,Shrimp Scampi (Prawns),Other Fish & Seafood,59,1062.0
2023,11,1,1154,Meagre in Extra Virgin Olive Oil,Other Fish & Seafood,15,270.0
2023,11,1,1155,Smoked Sole in Olive Oil,Other Fish & Seafood,3,74.1
2023,11,1,1156,Eels in Escabeche,Other Fish & Seafood,3,84.0
2023,11,1,1157,Smoked Eel Fillets in Olive Oil,Other Fish & Seafood,3,103.2
2023,11,1,1158,King Crab,Other Fish & Seafood,1,84.3
2023,11,1,1159,Spicy Lobster with Seaweed in EVOO,Other Fish & Seafood,5,232.0
2023,11,1,1162,Mackerel Pate,Pates,7,58.1
2023,11,1,1163,Sardine Pate,Pates,13,114.4
2023,11,1,1164,Sardine Pate with Mustard,Pates,10,94.0
2023,11,1,1165,Sardine Pate with Lemon,Pates,5,48.0
2023,11,1,1166,Cod Pate,Pates,41,401.8
2023,11,1,1167,Eel Escabeche Pate,Pates,2,21.6
2023,11,1,1168,Oat Balls with Vegetables,Vegetarian,6,52.8
2023,11,1,1169,Chickpea & Carrot Fritters,Vegetarian,7,67.9
2023,11,1,1170,Portobello Mushroom,Vegetarian,5,61.0
2023,11,1,1171,Sardine Summer Tote Bag,Packaging & Accessories,13,6.5
2023,11,1,1172,TNT Bag,Packaging & Accessories,7,14.0
2023,11,1,1174,Large Bag COMUR/MFSP,Packaging & Accessories,7,3.5
2023,11,1,1175,Small MFSP Bag,Packaging & Accessories,5,1.0
2023,11,1,1176,Portuguese Sardine Box 8un,Packaging & Accessories,33,0.0
2023,11,1,1177,Pates Box,Packaging & Accessories,6,0.0
2023,11,1,1178,Anchovies Box,Packaging & Accessories,6,0.0
2023,11,1,1179,Comur Survival Kit Box,Packaging & Accessories,1,0.0
2023,11,1,1180,Lingote Box,Packaging & Accessories,5,0.0
2023,11,1,1181,Crazy for Sardines Box,Packaging & Accessories,19,0.0
2023,11,2,1004,Timeless Sardines 1920,Timeless Sardines,1,9.0
2023,11,2,1006,Timeless Sardines 1922,Timeless Sardines,1,9.0
2023,11,2,1007,Timeless Sardines 1923,Timeless Sardines,1,9.0
2023,11,2,1009,Timeless Sardines 1925,Timeless Sardines,2,18.0
2023,11,2,1010,Timeless Sardines 1926,Timeless Sardines,1,9.0
2023,11,2,1011,Timeless Sardines 1927,Timeless Sardines,1,9.0
2023,11,2,1012,Timeless Sardines 1928,Timeless Sardines,1,9.0
2023,11,2,1015,Timeless Sardines 1931,Timeless Sardines,1,9.0
2023,11,2,1016,Timeless Sardines 1932,Timeless Sardines,1,9.0
2023,11,2,1017,Timeless Sardines 1933,Timeless Sardines,1,9.0
2023,11,2,1019,Timeless Sardines 1935,Timeless Sardines,2,18.0
2023,11,2,1020,Timeless Sardines 1936,Timeless Sardines,3,27.0
2023,11,2,1021,Timeless Sardines 1937,Timeless Sardines,1,9.0
2023,11,2,1027,Timeless Sardines 1943,Timeless Sardines,2,18.0
2023,11,2,1029,Timeless Sardines 1945,Timeless Sardines,1,9.0
2023,11,2,1031,Timeless Sardines 1947,Timeless Sardines,1,9.0
2023,11,2,1032,Timeless Sardines 1948,Timeless Sardines,1,9.0
2023,11,2,1034,Timeless Sardines 1950,Timeless Sardines,1,9.0
2023,11,2,1035,Timeless Sardines 1951,Timeless Sardines,2,18.0
2023,11,2,1037,Timeless Sardines 1953,Timeless Sardines,4,36.0
2023,11,2,1038,Timeless Sardines 1954,Timeless Sardines,6,54.0
2023,11,2,1039,Timeless Sardines 1955,Timeless Sardines,3,27.0
2023,11,2,1041,Timeless Sardines 1957,Timeless Sardines,2,18.0
2023,11,2,1042,Timeless Sardines 1958,Timeless Sardines,4,36.0
2023,11,2,1043,Timeless Sardines 1959,Timeless Sardines,1,9.0
2023,11,2,1044,Timeless Sardines 1960,Timeless Sardines,4,36.0
2023,11,2,1045,Timeless Sardines 1961,Timeless Sardines,1,9.0
2023,11,2,1046,Timeless Sardines 1962,Timeless Sardines,2,18.0
2023,11,2,1047,Timeless Sardines 1963,Timeless Sardines,4,36.0
2023,11,2,1048,Timeless Sardines 1964,Timeless Sardines,3,27.0
2023,11,2,1049,Timeless Sardines 1965,Timeless Sardines,2,18.0
2023,11,2,1050,Timeless Sardines 1966,Timeless Sardines,4,36.0
2023,11,2,1051,Timeless Sardines 1967,Timeless Sardines,3,27.0
2023,11,2,1052,Timeless Sardines 1968,Timeless Sardines,1,9.0
2023,11,2,1053,Timeless Sardines 1969,Timeless Sardines,2,18.0
2023,11,2,1054,Timeless Sardines 1970,Timeless Sardines,2,18.0
2023,11,2,1055,Timeless Sardines 1971,Timeless Sardines,2,18.0
2023,11,2,1056,Timeless Sardines 1972,Timeless Sardines,5,45.0
2023,11,2,1057,Timeless Sardines 1973,Timeless Sardines,8,72.0
2023,11,2,1058,Timeless Sardines 1974,Timeless Sardines,5,45.0
2023,11,2,1059,Timeless Sardines 1975,Timeless Sardines,2,18.0
2023,11,2,1060,Timeless Sardines 1976,Timeless Sardines,1,9.0
2023,11,2,1061,Timeless Sardines 1977,Timeless Sardines,6,54.0
2023,11,2,1062,Timeless Sardines 1978,Timeless Sardines,3,27.0
2023,11,2,1063,Timeless Sardines 1979,Timeless Sardines,2,18.0
2023,11,2,1064,Timeless Sardines 1980,Timeless Sardines,1,9.0
2023,11,2,1065,Timeless Sardines 1981,Timeless Sardines,5,45.0
2023,11,2,1066,Timeless Sardines 1982,Timeless Sardines,1,9.0
2023,11,2,1067,Timeless Sardines 1983,Timeless Sardines,3,27.0
2023,11,2,1068,Timeless Sardines 1984,Timeless Sardines,2,18.0
2023,11,2,1069,Timeless Sardines 1985,Timeless Sardines,4,36.0
2023,11,2,1070,Timeless Sardines 1986,Timeless Sardines,1,9.0
2023,11,2,1071,Timeless Sardines 1987,Timeless Sardines,6,54.0
2023,11,2,1072,Timeless Sardines 1988,Timeless Sardines,5,45.0
2023,11,2,1073,Timeless Sardines 1989,Timeless Sardines,1,9.0
2023,11,2,1074,Timeless Sardines 1990,Timeless Sardines,3,27.0
2023,11,2,1075,Timeless Sardines 1991,Timeless Sardines,4,36.0
2023,11,2,1076,Timeless Sardines 1992,Timeless Sardines,3,27.0
2023,11,2,1077,Timeless Sardines 1993,Timeless Sardines,4,36.0
2023,11,2,1078,Timeless Sardines 1994,Timeless Sardines,2,18.0
2023,11,2,1079,Timeless Sardines 1995,Timeless Sardines,5,45.0
2023,11,2,1080,Timeless Sardines 1996,Timeless Sardines,2,18.0
2023,11,2,1081,Timeless Sardines 1997,Timeless Sardines,4,36.0
2023,11,2,1082,Timeless Sardines 1998,Timeless Sardines,2,18.0
2023,11,2,1083,Timeless Sardines 1999,Timeless Sardines,1,9.0
2023,11,2,1084,Timeless Sardines 2000,Timeless Sardines,6,54.0
2023,11,2,1085,Timeless Sardines 2001,Timeless Sardines,5,45.0
2023,11,2,1086,Timeless Sardines 2002,Timeless Sardines,2,18.0
2023,11,2,1087,Timeless Sardines 2003,Timeless Sardines,1,9.0
2023,11,2,1088,Timeless Sardines 2004,Timeless Sardines,2,18.0
2023,11,2,1089,Timeless Sardines 2005,Timeless Sardines,5,45.0
2023,11,2,1090,Timeless Sardines 2006,Timeless Sardines,1,9.0
2023,11,2,1092,Timeless Sardines 2008,Timeless Sardines,1,9.0
2023,11,2,1093,Timeless Sardines 2009,Timeless Sardines,4,36.0
2023,11,2,1096,Timeless Sardines 2012,Timeless Sardines,1,9.0
2023,11,2,1097,Timeless Sardines 2013,Timeless Sardines,2,18.0
2023,11,2,1100,Timeless Sardines 2016,Timeless Sardines,1,9.0
2023,11,2,1102,Timeless Sardines 2018,Timeless Sardines,2,18.0
2023,11,2,1104,Timeless Sardines 2020,Timeless Sardines,5,45.0
2023,11,2,1105,Timeless Sardines 2021,Timeless Sardines,7,63.0
2023,11,2,1106,Timeless Sardines 2022,Timeless Sardines,7,63.0
2023,11,2,1107,Timeless Sardines 2023,Timeless Sardines,2,18.0
2023,11,2,1108,Timeless Sardines 2024,Timeless Sardines,8,72.0
2023,11,2,1109,Timeless Sardines 2025,Timeless Sardines,3,27.0
2023,11,2,1110,Timeless Sardines 2026,Timeless Sardines,1,9.0
2023,11,2,1111,Skinless & Boneless Sardines in Virgin Olive Oil,Sardines,234,3510.0
2023,11,2,1112,Small Sardines (Petinga),Sardines,3,23.7
2023,11,2,1113,Sardines with Peppers,Sardines,72,705.6
2023,11,2,1114,Spicy Smoked Sardines,Sardines,66,646.8
2023,11,2,1115,Sardines with Lemon,Sardines,35,343.0
2023,11,2,1116,Sardines in Tomato Sauce,Sardines,53,519.4
2023,11,2,1117,Sardines with Mustard,Sardines,31,353.4
2023,11,2,1118,Sardines with Ketchup,Sardines,3,30.0
2023,11,2,1119,Sardines with Seaweed in Extra Virgin Olive Oil,Sardines,7,89.6
2023,11,2,1121,Lingote (Ingot),Sardines,6,132.0
2023,11,2,1122,Sardines in Brine,Sardines,12,84.0
2023,11,2,1123,Anchovies,Sardines,55,528.0
2023,11,2,1124,Sardines w/ Stuffed Olives | Lisboa,Sardines w/ Stuffed Olives (Cities),20,260.0
2023,11,2,1125,Sardines w/ Stuffed Olives | Porto,Sardines w/ Stuffed Olives (Cities),5,65.0
