year,month,product_id,product,category,units,revenue
2023,12,1074,Timeless Sardines 1990,Timeless Sardines,15,135.0
2023,12,1075,Timeless Sardines 1991,Timeless Sardines,15,135.0
2023,12,1076,Timeless Sardines 1992,Timeless Sardines,17,153.0
2023,12,1077,Timeless Sardines 1993,Timeless Sardines,13,117.0
2023,12,1078,Timeless Sardines 1994,Timeless Sardines,17,153.0
2023,12,1079,Timeless Sardines 1995,Timeless Sardines,17,153.0
2023,12,1080,Timeless Sardines 1996,Timeless Sardines,12,108.0
2023,12,1081,Timeless Sardines 1997,Timeless Sardines,16,144.0
2023,12,1082,Timeless Sardines 1998,Timeless Sardines,14,126.0
2023,12,1083,Timeless Sardines 1999,Timeless Sardines,11,99.0
2023,12,1084,Timeless Sardines 2000,Timeless Sardines,13,117.0
2023,12,1085,Timeless Sardines 2001,Timeless Sardines,13,117.0
2023,12,1086,Timeless Sardines 2002,Timeless Sardines,14,126.0
2023,12,1087,Timeless Sardines 2003,Timeless Sardines,8,72.0
2023,12,1088,Timeless Sardines 2004,Timeless Sardines,15,135.0
2023,12,1089,Timeless Sardines 2005,Timeless Sardines,13,117.0
2023,12,1090,Timeless Sardines 2006,Timeless Sardines,4,36.0
2023,12,1091,Timeless Sardines 2007,Timeless Sardines,2,18.0
2023,12,1092,Timeless Sardines 2008,Timeless Sardines,4,36.0
2023,12,1093,Timeless Sardines 2009,Timeless Sardines,2,18.0
2023,12,1094,Timeless Sardines 2010,Timeless Sardines,7,63.0
2023,12,1095,Timeless Sardines 2011,Timeless Sardines,7,63.0
2023,12,1096,Timeless Sardines 2012,Timeless Sardines,5,45.0
2023,12,1097,Timeless Sardines 2013,Timeless Sardines,3,27.0
2023,12,1099,Timeless Sardines 2015,Timeless Sardines,5,45.0
2023,12,1100,Timeless Sardines 2016,Timeless Sardines,6,54.0
2023,12,1101,Timeless Sardines 2017,Timeless Sardines,4,36.0
2023,12,1102,Timeless Sardines 2018,Timeless Sardines,5,45.0
2023,12,1103,Timeless Sardines 2019,Timeless Sardines,3,27.0
2023,12,1104,Timeless Sardines 2020,Timeless Sardines,16,144.0
2023,12,1105,Timeless Sardines 2021,Timeless Sardines,19,171.0
2023,12,1106,Timeless Sardines 2022,Timeless Sardines,27,243.0
2023,12,1107,Timeless Sardines 2023,Timeless Sardines,20,180.0
2023,12,1108,Timeless Sardines 2024,Timeless Sardines,21,189.0
2023,12,1109,Timeless Sardines 2025,Timeless Sardines,10,90.0
2023,12,1110,Timeless Sardines 2026,Timeless Sardines,13,117.0
2023,12,1111,Skinless & Boneless Sardines in Virgin Olive Oil,Sardines,1247,18705.0
2023,12,1112,Small Sardines (Petinga),Sardines,33,260.7
2023,12,1113,Sardines with Peppers,Sardines,282,2763.6
2023,12,1114,Spicy Smoked Sardines,Sardines,294,2881.2
2023,12,1115,Sardines with Lemon,Sardines,215,2107.0
2023,12,1116,Sardines in Tomato Sauce,Sardines,231,2263.8
2023,12,1117,Sardines with Mustard,Sardines,159,1812.6
2023,12,1118,Sardines with Ketchup,Sardines,17,170.0
2023,12,1119,Sardines with Seaweed in Extra Virgin Olive Oil,Sardines,18,230.4
2023,12,1120,Millesime,Sardines,6,259.79999999999995
2023,12,1121,Lingote (Ingot),Sardines,70,1540.0
2023,12,1122,Sardines in Brine,Sardines,36,252.0
2023,12,1123,Anchovies,Sardines,279,2678.4
2023,12,1124,Sardines w/ Stuffed Olives | Lisboa,Sardines w/ Stuffed Olives (Cities),172,2236.0
2023,12,1125,Sardines w/ Stuffed Olives | Porto,Sardines w/ Stuffed Olives (Cities),25,325.0
2023,12,1126,Sardines w/ Stuffed Olives | Sintra,Sardines w/ Stuffed Olives (Cities),22,286.0
2023,12,1127,Sardines w/ Stuffed Olives | Cascais,Sardines w/ Stuffed Olives (Cities),4,52.0
2023,12,1128,Sardines w/ Stuffed Olives | Obidos,Sardines w/ Stuffed Olives (Cities),11,143.0
2023,12,1129,Sardines w/ Stuffed Olives | Evora,Sardines w/ Stuffed Olives (Cities),3,39.0
2023,12,1130,Sardines w/ Stuffed Olives | Coimbra,Sardines w/ Stuffed Olives (Cities),8,104.0
2023,12,1131,Sardines w/ Stuffed Olives | Aveiro,Sardines w/ Stuffed Olives (Cities),12,156.0
2023,12,1132,Sardines w/ Stuffed Olives | Algarve,Sardines w/ Stuffed Olives (Cities),7,91.0
2023,12,1133,Sardines w/ Stuffed Olives | Madeira,Sardines w/ Stuffed Olives (Cities),9,117.0
2023,12,1134,Sardines w/ Stuffed Olives | Acores,Sardines w/ Stuffed Olives (Cities),13,169.0
2023,12,1135,Horse Mackerel in Extra Virgin Olive Oil,Other Fish & Seafood,17,102.0
2023,12,1136,Smoked Mussels in Olive Oil,Other Fish & Seafood,184,1435.2
2023,12,1137,Tuna in Olive Oil,Other Fish & Seafood,254,2260.6
2023,12,1138,Fillets with Mustard,Other Fish & Seafood,68,788.8
2023,12,1139,Mackerel Fillets in Olive Oil,Other Fish & Seafood,118,1097.4
2023,12,1140,Smoked Trout in Olive Oil,Other Fish & Seafood,98,950.6
2023,12,1141,Squid in Stewed Sauce,Other Fish & Seafood,59,578.2
2023,12,1142,Spicy Needlefish in Escabeche,Other Fish & Seafood,23,243.8
2023,12,1143,Spicy Needlefish in Extra Virgin Olive Oil,Other Fish & Seafood,25,255.0
2023,12,1144,Whelks in Brine,Other Fish & Seafood,39,401.7000000000001
2023,12,1145,Cod in Olive Oil,Other Fish & Seafood,878,10975.0
2023,12,1146,Smoked Cod Roe with Vegetables,Other Fish & Seafood,91,1119.3
2023,12,1147,Baby Cuttlefish,Other Fish & Seafood,24,340.8
2023,12,1148,Scabbardfish in Extra Virgin Olive Oil,Other Fish & Seafood,39,534.3
2023,12,1149,Smoked Salmon in Olive Oil,Other Fish & Seafood,179,2649.2
2023,12,1150,Sea Bream in Extra Virgin Olive Oil,Other Fish & Seafood,49,744.8
2023,12,1151,Sea Bass in Extra Virgin Olive Oil,Other Fish & Seafood,208,3182.4
2023,12,1152,Octopus in Extra Virgin Olive Oil,Other Fish & Seafood,544,8595.2
2023,12,1153,Shrimp Scampi (Prawns),Other Fish & Seafood,293,5274.0
2023,12,1154,Meagre in Extra Virgin Olive Oil,Other Fish & Seafood,62,1116.0
2023,12,1155,Smoked Sole in Olive Oil,Other Fish & Seafood,10,247.0
2023,12,1156,Eels in Escabeche,Other Fish & Seafood,17,476.0
2023,12,1157,Smoked Eel Fillets in Olive Oil,Other Fish & Seafood,9,309.6
2023,12,1158,King Crab,Other Fish & Seafood,6,505.8
2023,12,1159,Spicy Lobster with Seaweed in EVOO,Other Fish & Seafood,25,1160.0
2023,12,1160,Mackerel Roe,Other Fish & Seafood,3,79.80000000000001
2023,12,1161,Sardine Roe,Other Fish & Seafood,1,47.6
2023,12,1162,Mackerel Pate,Pates,27,224.1
2023,12,1163,Sardine Pate,Pates,56,492.8
2023,12,1164,Sardine Pate with Mustard,Pates,37,347.8
2023,12,1165,Sardine Pate with Lemon,Pates,40,384.0
2023,12,1166,Cod Pate,Pates,131,1283.8
2023,12,1167,Eel Escabeche Pate,Pates,15,162.0
2023,12,1168,Oat Balls with Vegetables,Vegetarian,16,140.8
2023,12,1169,Chickpea & Carrot Fritters,Vegetarian,29,281.3
2023,12,1170,Portobello Mushroom,Vegetarian,22,268.4
2023,12,1171,Sardine Summer Tote Bag,Packaging & Accessories,60,30.0
2023,12,1172,TNT Bag,Packaging & Accessories,18,36.0
2023,12,1174,Large Bag COMUR/MFSP,Packaging & Accessories,16,8.0
2023,12,1175,Small MFSP Bag,Packaging & Accessories,19,3.8
2023,12,1176,Portuguese Sardine Box 8un,Packaging & Accessories,201,0.0
2023,12,1177,Pates Box,Packaging & Accessories,15,0.0
2023,12,1178,Anchovies Box,Packaging & Accessories,37,0.0
2023,12,1179,Comur Survival Kit Box,Packaging & Accessories,13,0.0
2023,12,1180,Lingote Box,Packaging & Accessories,2,0.0
2023,12,1181,Crazy for Sardines Box,Packaging & Accessories,66,0.0
2024,1,1000,Timeless Sardines 1916,Timeless Sardines,2,18.0
2024,1,1001,Timeless Sardines 1917,Timeless Sardines,1,9.0
2024,1,1002,Timeless Sardines 1918,Timeless Sardines,3,27.0
2024,1,1003,Timeless Sardines 1919,Timeless Sardines,2,18.0
2024,1,1005,Timeless Sardines 1921,Timeless Sardines,5,45.0
2024,1,1006,Timeless Sardines 1922,Timeless Sardines,3,27.0
2024,1,1007,Timeless Sardines 1923,Timeless Sardines,2,18.0
2024,1,1008,Timeless Sardines 1924,Timeless Sardines,3,27.0
2024,1,1009,Timeless Sardines 1925,Timeless Sardines,3,27.0
2024,1,1010,Timeless Sardines 1926,Timeless Sardines,3,27.0
2024,1,1011,Timeless Sardines 1927,Timeless Sardines,2,18.0
2024,1,1012,Timeless Sardines 1928,Timeless Sardines,3,27.0
2024,1,1013,Timeless Sardines 1929,Timeless Sardines,2,18.0
2024,1,1014,Timeless Sardines 1930,Timeless Sardines,7,63.0
2024,1,1015,Timeless Sardines 1931,Timeless Sardines,3,27.0
2024,1,1016,Timeless Sardines 1932,Timeless Sardines,3,27.0
2024,1,1017,Timeless Sardines 1933,Timeless Sardines,2,18.0
2024,1,1018,Timeless Sardines 1934,Timeless Sardines,3,27.0
2024,1,1020,Timeless Sardines 1936,Timeless Sardines,3,27.0
2024,1,1021,Timeless Sardines 1937,Timeless Sardines,3,27.0
2024,1,1022,Timeless Sardines 1938,Timeless Sardines,1,9.0
2024,1,1023,Timeless Sardines 1939,Timeless Sardines,4,36.0
2024,1,1024,Timeless Sardines 1940,Timeless Sardines,3,27.0
2024,1,1025,Timeless Sardines 1941,Timeless Sardines,1,9.0
2024,1,1027,Timeless Sardines 1943,Timeless Sardines,1,9.0
2024,1,1028,Timeless Sardines 1944,Timeless Sardines,2,18.0
2024,1,1029,Timeless Sardines 1945,Timeless Sardines,3,27.0
2024,1,1030,Timeless Sardines 1946,Timeless Sardines,2,18.0
2024,1,1031,Timeless Sardines 1947,Timeless Sardines,5,45.0
2024,1,1032,Timeless Sardines 1948,Timeless Sardines,3,27.0
2024,1,1033,Timeless Sardines 1949,Timeless Sardines,2,18.0
2024,1,1034,Timeless Sardines 1950,Timeless Sardines,13,117.0
2024,1,1035,Timeless Sardines 1951,Timeless Sardines,10,90.0
2024,1,1036,Timeless Sardines 1952,Timeless Sardines,9,81.0
2024,1,1037,Timeless Sardines 1953,Timeless Sardines,14,126.0
2024,1,1038,Timeless Sardines 1954,Timeless Sardines,14,126.0
2024,1,1039,Timeless Sardines 1955,Timeless Sardines,10,90.0
2024,1,1040,Timeless Sardines 1956,Timeless Sardines,9,81.0
2024,1,1041,Timeless Sardines 1957,Timeless Sardines,9,81.0
2024,1,1042,Timeless Sardines 1958,Timeless Sardines,19,171.0
2024,1,1043,Timeless Sardines 1959,Timeless Sardines,10,90.0
2024,1,1044,Timeless Sardines 1960,Timeless Sardines,13,117.0
2024,1,1045,Timeless Sardines 1961,Timeless Sardines,11,99.0
2024,1,1046,Timeless Sardines 1962,Timeless Sardines,11,99.0
2024,1,1047,Timeless Sardines 1963,Timeless Sardines,12,108.0
2024,1,1048,Timeless Sardines 1964,Timeless Sardines,13,117.0
2024,1,1049,Timeless Sardines 1965,Timeless Sardines,12,108.0
2024,1,1050,Timeless Sardines 1966,Timeless Sardines,7,63.0
2024,1,1051,Timeless Sardines 1967,Timeless Sardines,18,162.0
2024,1,1052,Timeless Sardines 1968,Timeless Sardines,12,108.0
2024,1,1053,Timeless Sardines 1969,Timeless Sardines,8,72.0
2024,1,1054,Timeless Sardines 1970,Timeless Sardines,9,81.0
2024,1,1055,Timeless Sardines 1971,Timeless Sardines,7,63.0
2024,1,1056,Timeless Sardines 1972,Timeless Sardines,14,126.0
2024,1,1057,Timeless Sardines 1973,Timeless Sardines,14,126.0
2024,1,1058,Timeless Sardines 1974,Timeless Sardines,8,72.0
2024,1,1059,Timeless Sardines 1975,Timeless Sardines,6,54.0
2024,1,1060,Timeless Sardines 1976,Timeless Sardines,11,99.0
2024,1,1061,Timeless Sardines 1977,Timeless Sardines,11,99.0
2024,1,1062,Timeless Sardines 1978,Timeless Sardines,6,54.0
2024,1,1063,Timeless Sardines 1979,Timeless Sardines,10,90.0
2024,1,1064,Timeless Sardines 1980,Timeless Sardines,10,90.0
2024,1,1065,Timeless Sardines 1981,Timeless Sardines,11,99.0
2024,1,1066,Timeless Sardines 1982,Timeless Sardines,7,63.0
2024,1,1067,Timeless Sardines 1983,Timeless Sardines,10,90.0
2024,1,1068,Timeless Sardines 1984,Timeless Sardines,10,90.0
2024,1,1069,Timeless Sardines 1985,Timeless Sardines,11,99.0
2024,1,1070,Timeless Sardines 1986,Timeless Sardines,11,99.0
2024,1,1071,Timeless Sardines 1987,Timeless Sardines,4,36.0
2024,1,1072,Timeless Sardines 1988,Timeless Sardines,13,117.0
2024,1,1073,Timeless Sardines 1989,Timeless Sardines,10,90.0
2024,1,1074,Timeless Sardines 1990,Timeless Sardines,6,54.0
2024,1,1075,Timeless Sardines 1991,Timeless Sardines,10,90.0
2024,1,1076,Timeless Sardines 1992,Timeless Sardines,10,90.0
2024,1,1077,Timeless Sardines 1993,Timeless Sardines,9,81.0
2024,1,1078,Timeless Sardines 1994,Timeless Sardines,10,90.0
2024,1,1079,Timeless Sardines 1995,Timeless Sardines,9,81.0
2024,1,1080,Timeless Sardines 1996,Timeless Sardines,15,135.0
2024,1,1081,Timeless Sardines 1997,Timeless Sardines,14,126.0
2024,1,1082,Timeless Sardines 1998,Timeless Sardines,13,117.0
2024,1,1083,Timeless Sardines 1999,Timeless Sardines,11,99.0
2024,1,1084,Timeless Sardines 2000,Timeless Sardines,8,72.0
2024,1,1085,Timeless Sardines 2001,Timeless Sardines,14,126.0
2024,1,1086,Timeless Sardines 2002,Timeless Sardines,13,117.0
2024,1,1087,Timeless Sardines 2003,Timeless Sardines,12,108.0
2024,1,1088,Timeless Sardines 2004,Timeless Sardines,7,63.0
2024,1,1089,Timeless Sardines 2005,Timeless Sardines,5,45.0
2024,1,1090,Timeless Sardines 2006,Timeless Sardines,4,36.0
2024,1,1091,Timeless Sardines 2007,Timeless Sardines,5,45.0
2024,1,1092,Timeless Sardines 2008,Timeless Sardines,1,9.0
2024,1,1093,Timeless Sardines 2009,Timeless Sardines,5,45.0
2024,1,1095,Timeless Sardines 2011,Timeless Sardines,5,45.0
2024,1,1096,Timeless Sardines 2012,Timeless Sardines,3,27.0
2024,1,1097,Timeless Sardines 2013,Timeless Sardines,1,9.0
2024,1,1098,Timeless Sardines 2014,Timeless Sardines,4,36.0
2024,1,1099,Timeless Sardines 2015,Timeless Sardines,3,27.0
2024,1,1100,Timeless Sardines 2016,Timeless Sardines,1,9.0
2024,1,1101,Timeless Sardines 2017,Timeless Sardines,1,9.0
2024,1,1102,Timeless Sardines 2018,Timeless Sardines,5,45.0
2024,1,1103,Timeless Sardines 2019,Timeless Sardines,2,18.0
2024,1,1104,Timeless Sardines 2020,Timeless Sardines,12,108.0
2024,1,1105,Timeless Sardines 2021,Timeless Sardines,12,108.0
2024,1,1106,Timeless Sardines 2022,Timeless Sardines,14,126.0
2024,1,1107,Timeless Sardines 2023,Timeless Sardines,18,162.0
2024,1,1108,Timeless Sardines 2024,Timeless Sardines,8,72.0
2024,1,1109,Timeless Sardines 2025,Timeless Sardines,15,135.0
2024,1,1110,Timeless Sardines 2026,Timeless Sardines,13,117.0
2024,1,1111,Skinless & Boneless Sardines in Virgin Olive Oil,Sardines,842,12630.0
2024,1,1112,Small Sardines (Petinga),Sardines,21,165.9
2024,1,1113,Sardines with Peppers,Sardines,212,2077.6
2024,1,1114,Spicy Smoked Sardines,Sardines,214,2097.2
2024,1,1115,Sardines with Lemon,Sardines,162,1587.6
2024,1,1116,Sardines in Tomato Sauce,Sardines,148,1450.4
2024,1,1117,Sardines with Mustard,Sardines,135,1539.0
2024,1,1118,Sardines with Ketchup,Sardines,8,80.0
2024,1,1119,Sardines with Seaweed in Extra Virgin Olive Oil,Sardines,13,166.4
2024,1,1120,Millesime,Sardines,3,129.89999999999998
2024,1,1121,Lingote (Ingot),Sardines,35,770.0
2024,1,1122,Sardines in Brine,Sardines,29,203.0
2024,1,1123,Anchovies,Sardines,203,1948.8
2024,1,1124,Sardines w/ Stuffed Olives | Lisboa,Sardines w/ Stuffed Olives (Cities),109,1417.0
2024,1,1125,Sardines w/ Stuffed Olives | Porto,Sardines w/ Stuffed Olives (Cities),15,195.0
2024,1,1126,Sardines w/ Stuffed Olives | Sintra,Sardines w/ Stuffed Olives (Cities),15,195.0
2024,1,1127,Sardines w/ Stuffed Olives | Cascais,Sardines w/ Stuffed Olives (Cities),9,117.0
2024,1,1128,Sardines w/ Stuffed Olives | Obidos,Sardines w/ Stuffed Olives (Cities),4,52.0
2024,1,1129,Sardines w/ Stuffed Olives | Evora,Sardines w/ Stuffed Olives (Cities),9,117.0
2024,1,1130,Sardines w/ Stuffed Olives | Coimbra,Sardines w/ Stuffed Olives (Cities),4,52.0
2024,1,1131,Sardines w/ Stuffed Olives | Aveiro,Sardines w/ Stuffed Olives (Cities),9,117.0
2024,1,1132,Sardines w/ Stuffed Olives | Algarve,Sardines w/ Stuffed Olives (Cities),3,39.0
2024,1,1133,Sardines w/ Stuffed Olives | Madeira,Sardines w/ Stuffed Olives (Cities),3,39.0
2024,1,1134,Sardines w/ Stuffed Olives | Acores,Sardines w/ Stuffed Olives (Cities),6,78.0
2024,1,1135,Horse Mackerel in Extra Virgin Olive Oil,Other Fish & Seafood,21,126.0
2024,1,1136,Smoked Mussels in Olive Oil,Other Fish & Seafood,130,1014.0
2024,1,1137,Tuna in Olive Oil,Other Fish & Seafood,176,1566.4
2024,1,1138,Fillets with Mustard,Other Fish & Seafood,43,498.8
2024,1,1139,Mackerel Fillets in Olive Oil,Other Fish & Seafood,88,818.4
2024,1,1140,Smoked Trout in Olive Oil,Other Fish & Seafood,47,455.9
2024,1,1141,Squid in Stewed Sauce,Other Fish & Seafood,47,460.6
2024,1,1142,Spicy Needlefish in Escabeche,Other Fish & Seafood,17,180.2
2024,1,1143,Spicy Needlefish in Extra Virgin Olive Oil,Other Fish & Seafood,9,91.8
2024,1,1144,Whelks in Brine,Other Fish & Seafood,26,267.8
2024,1,1145,Cod in Olive Oil,Other Fish & Seafood,333,4162.5
2024,1,1146,Smoked Cod Roe with Vegetables,Other Fish & Seafood,31,381.3
2024,1,1147,Baby Cuttlefish,Other Fish & Seafood,19,269.8
2024,1,1148,Scabbardfish in Extra Virgin Olive Oil,Other Fish & Seafood,19,260.3
2024,1,1149,Smoked Salmon in Olive Oil,Other Fish & Seafood,125,1850.0
2024,1,1150,Sea Bream in Extra Virgin Olive Oil,Other Fish & Seafood,33,501.6
2024,1,1151,Sea Bass in Extra Virgin Olive Oil,Other Fish & Seafood,154,2356.2
2024,1,1152,Octopus in Extra Virgin Olive Oil,Other Fish & Seafood,398,6288.4
2024,1,1153,Shrimp Scampi (Prawns),Other Fish & Seafood,128,2304.0
2024,1,1154,Meagre in Extra Virgin Olive Oil,Other Fish & Seafood,55,990.0
2024,1,1155,Smoked Sole in Olive Oil,Other Fish & Seafood,5,123.5
2024,1,1156,Eels in Escabeche,Other Fish & Seafood,13,364.0
2024,1,1157,Smoked Eel Fillets in Olive Oil,Other Fish & Seafood,7,240.8
2024,1,1158,King Crab,Other Fish & Seafood,1,84.3
2024,1,1159,Spicy Lobster with Seaweed in EVOO,Other Fish & Seafood,16,742.4
2024,1,1160,Mackerel Roe,Other Fish & Seafood,5,133.0
2024,1,1161,Sardine Roe,Other Fish & Seafood,1,47.6
2024,1,1162,Mackerel Pate,Pates,29,240.7
2024,1,1163,Sardine Pate,Pates,43,378.4
2024,1,1164,Sardine Pate with Mustard,Pates,19,178.6
2024,1,1165,Sardine Pate with Lemon,Pates,21,201.6
2024,1,1166,Cod Pate,Pates,61,597.8000000000001
2024,1,1167,Eel Escabeche Pate,Pates,18,194.4
2024,1,1168,Oat Balls with Vegetables,Vegetarian,8,70.4
2024,1,1169,Chickpea & Carrot Fritters,Vegetarian,24,232.8
2024,1,1170,Portobello Mushroom,Vegetarian,9,109.8
2024,1,1171,Sardine Summer Tote Bag,Packaging & Accessories,42,21.0
2024,1,1172,TNT Bag,Packaging & Accessories,16,32.0
2024,1,1173,COMUR Net Bag,Packaging & Accessories,2,40.0
2024,1,1174,Large Bag COMUR/MFSP,Packaging & Accessories,9,4.5
2024,1,1175,Small MFSP Bag,Packaging & Accessories,22,4.4
2024,1,1176,Portuguese Sardine Box 8un,Packaging & Accessories,100,0.0
2024,1,1177,Pates Box,Packaging & Accessories,10,0.0
2024,1,1178,Anchovies Box,Packaging & Accessories,17,0.0
2024,1,1179,Comur Survival Kit Box,Packaging & Accessories,3,0.0
2024,1,1180,Lingote Box,Packaging & Accessories,6,0.0
2024,1,1181,Crazy for Sardines Box,Packaging & Accessories,45,0.0
2024,2,1000,Timeless Sardines 1916,Timeless Sardines,5,45.0
2024,2,1001,Timeless Sardines 1917,Timeless Sardines,4,36.0
2024,2,1002,Timeless Sardines 1918,Timeless Sardines,2,18.0
2024,2,1003,Timeless Sardines 1919,Timeless Sardines,2,18.0
2024,2,1004,Timeless Sardines 1920,Timeless Sardines,3,27.0
2024,2,1005,Timeless Sardines 1921,Timeless Sardines,2,18.0
2024,2,1006,Timeless Sardines 1922,Timeless Sardines,1,9.0
2024,2,1007,Timeless Sardines 1923,Timeless Sardines,1,9.0
2024,2,1008,Timeless Sardines 1924,Timeless Sardines,3,27.0
2024,2,1009,Timeless Sardines 1925,Timeless Sardines,6,54.0
2024,2,1010,Timeless Sardines 1926,Timeless Sardines,4,36.0
2024,2,1011,Timeless Sardines 1927,Timeless Sardines,2,18.0
2024,2,1013,Timeless Sardines 1929,Timeless Sardines,3,27.0
2024,2,1014,Timeless Sardines 1930,Timeless Sardines,5,45.0
2024,2,1015,Timeless Sardines 1931,Timeless Sardines,4,36.0
2024,2,1016,Timeless Sardines 1932,Timeless Sardines,3,27.0
2024,2,1018,Timeless Sardines 1934,Timeless Sardines,2,18.0
2024,2,1019,Timeless Sardines 1935,Timeless Sardines,1,9.0
2024,2,1020,Timeless Sardines 1936,Timeless Sardines,6,54.0
2024,2,1021,Timeless Sardines 1937,Timeless Sardines,3,27.0
2024,2,1022,Timeless Sardines 1938,Timeless Sardines,4,36.0
2024,2,1023,Timeless Sardines 1939,Timeless Sardines,2,18.0
2024,2,1024,Timeless Sardines 1940,Timeless Sardines,2,18.0
2024,2,1025,Timeless Sardines 1941,Timeless Sardines,4,36.0
2024,2,1026,Timeless Sardines 1942,Timeless Sardines,2,18.0
2024,2,1027,Timeless Sardines 1943,Timeless Sardines,2,18.0
2024,2,1028,Timeless Sardines 1944,Timeless Sardines,1,9.0
2024,2,1029,Timeless Sardines 1945,Timeless Sardines,3,27.0
2024,2,1031,Timeless Sardines 1947,Timeless Sardines,2,18.0
2024,2,1032,Timeless Sardines 1948,Timeless Sardines,5,45.0
2024,2,1033,Timeless Sardines 1949,Timeless Sardines,3,27.0
2024,2,1034,Timeless Sardines 1950,Timeless Sardines,9,81.0
2024,2,1035,Timeless Sardines 1951,Timeless Sardines,7,63.0
2024,2,1036,Timeless Sardines 1952,Timeless Sardines,6,54.0
2024,2,1037,Timeless Sardines 1953,Timeless Sardines,8,72.0
2024,2,1038,Timeless Sardines 1954,Timeless Sardines,11,99.0
2024,2,1039,Timeless Sardines 1955,Timeless Sardines,12,108.0
2024,2,1040,Timeless Sardines 1956,Timeless Sardines,13,117.0
2024,2,1041,Timeless Sardines 1957,Timeless Sardines,8,72.0
2024,2,1042,Timeless Sardines 1958,Timeless Sardines,9,81.0
2024,2,1043,Timeless Sardines 1959,Timeless Sardines,7,63.0
2024,2,1044,Timeless Sardines 1960,Timeless Sardines,13,117.0
2024,2,1045,Timeless Sardines 1961,Timeless Sardines,6,54.0
2024,2,1046,Timeless Sardines 1962,Timeless Sardines,10,90.0
2024,2,1047,Timeless Sardines 1963,Timeless Sardines,15,135.0
2024,2,1048,Timeless Sardines 1964,Timeless Sardines,10,90.0
2024,2,1049,Timeless Sardines 1965,Timeless Sardines,6,54.0
2024,2,1050,Timeless Sardines 1966,Timeless Sardines,10,90.0
2024,2,1051,Timeless Sardines 1967,Timeless Sardines,11,99.0
2024,2,1052,Timeless Sardines 1968,Timeless Sardines,7,63.0
2024,2,1053,Timeless Sardines 1969,Timeless Sardines,13,117.0
2024,2,1054,Timeless Sardines 1970,Timeless Sardines,10,90.0
2024,2,1055,Timeless Sardines 1971,Timeless Sardines,9,81.0
2024,2,1056,Timeless Sardines 1972,Timeless Sardines,10,90.0
2024,2,1057,Timeless Sardines 1973,Timeless Sardines,11,99.0
2024,2,1058,Timeless Sardines 1974,Timeless Sardines,8,72.0
2024,2,1059,Timeless Sardines 1975,Timeless Sardines,6,54.0
2024,2,1060,Timeless Sardines 1976,Timeless Sardines,11,99.0
2024,2,1061,Timeless Sardines 1977,Timeless Sardines,6,54.0
2024,2,1062,Timeless Sardines 1978,Timeless Sardines,19,171.0
2024,2,1063,Timeless Sardines 1979,Timeless Sardines,14,126.0
2024,2,1064,Timeless Sardines 1980,Timeless Sardines,9,81.0
2024,2,1065,Timeless Sardines 1981,Timeless Sardines,9,81.0
2024,2,1066,Timeless Sardines 1982,Timeless Sardines,13,117.0
2024,2,1067,Timeless Sardines 1983,Timeless Sardines,12,108.0
2024,2,1068,Timeless Sardines 1984,Timeless Sardines,15,135.0
2024,2,1069,Timeless Sardines 1985,Timeless Sardines,8,72.0
2024,2,1070,Timeless Sardines 1986,Timeless Sardines,13,117.0
2024,2,1071,Timeless Sardines 1987,Timeless Sardines,6,54.0
2024,2,1072,Timeless Sardines 1988,Timeless Sardines,12,108.0
2024,2,1073,Timeless Sardines 1989,Timeless Sardines,13,117.0
2024,2,1074,Timeless Sardines 1990,Timeless Sardines,8,72.0
2024,2,1075,Timeless Sardines 1991,Timeless Sardines,10,90.0
2024,2,1076,Timeless Sardines 1992,Timeless Sardines,10,90.0
2024,2,1077,Timeless Sardines 1993,Timeless Sardines,12,108.0
2024,2,1078,Timeless Sardines 1994,Timeless Sardines,12,108.0
2024,2,1079,Timeless Sardines 1995,Timeless Sardines,8,72.0
2024,2,1080,Timeless Sardines 1996,Timeless Sardines,7,63.0
2024,2,1081,Timeless Sardines 1997,Timeless Sardines,13,117.0
2024,2,1082,Timeless Sardines 1998,Timeless Sardines,6,54.0
2024,2,1083,Timeless Sardines 1999,Timeless Sardines,11,99.0
2024,2,1084,Timeless Sardines 2000,Timeless Sardines,8,72.0
2024,2,1085,Timeless Sardines 2001,Timeless Sardines,12,108.0
2024,2,1086,Timeless Sardines 2002,Timeless Sardines,7,63.0
2024,2,1087,Timeless Sardines 2003,Timeless Sardines,9,81.0
2024,2,1088,Timeless Sardines 2004,Timeless Sardines,4,36.0
2024,2,1089,Timeless Sardines 2005,Timeless Sardines,9,81.0
2024,2,1090,Timeless Sardines 2006,Timeless Sardines,1,9.0
2024,2,1091,Timeless Sardines 2007,Timeless Sardines,2,18.0
2024,2,1092,Timeless Sardines 2008,Timeless Sardines,3,27.0
2024,2,1093,Timeless Sardines 2009,Timeless Sardines,1,9.0
2024,2,1094,Timeless Sardines 2010,Timeless Sardines,3,27.0
2024,2,1095,Timeless Sardines 2011,Timeless Sardines,1,9.0
2024,2,1096,Timeless Sardines 2012,Timeless Sardines,5,45.0
2024,2,1097,Timeless Sardines 2013,Timeless Sardines,2,18.0
2024,2,1099,Timeless Sardines 2015,Timeless Sardines,4,36.0
2024,2,1101,Timeless Sardines 2017,Timeless Sardines,2,18.0
2024,2,1102,Timeless Sardines 2018,Timeless Sardines,2,18.0
